CID dproj vlos zclus
1 5.45079394871075 3395.44694641775 0.0231
1 5.41083483119522 3500.7184486365 0.0231
1 5.33448436316989 3392.25299392044 0.0231
1 5.0594959812004 23.4975275926109 0.0231
1 3.14588128265001 3215.7123975369 0.0231
1 1.60279873595684 746.596652057473 0.0231
1 1.24275826782961 -319.588645020037 0.0231
1 0.960836909603992 -652.152355781448 0.0231
1 0.958842304145327 -155.987951598084 0.0231
1 1.00774707144427 248.427969426254 0.0231
1 0.935380281303661 369.241420310821 0.0231
1 0.932569164892667 -17.9564595445217 0.0231
1 0.812802479338797 -990.052018375525 0.0231
1 0.939830491016584 -624.312224885153 0.0231
1 0.799554209422853 -353.283378750855 0.0231
1 0.879529577596268 72.171605512658 0.0231
1 1.00170661807287 644.366730290295 0.0231
1 0.942324302223044 1283.80188071547 0.0231
1 1.01121669290147 298.681442205064 0.0231
1 0.886517116189621 1141.28127377578 0.0231
1 0.953991798612156 173.871155351383 0.0231
1 0.960087182014219 879.82842467012 0.0231
1 1.02021766394745 -636.613337347278 0.0231
1 1.28061561429712 1474.78851912814 0.0231
1 1.23896167073894 -1136.72476356172 0.0231
1 1.4102337510687 634.919663454208 0.0231
1 1.48286824834228 -766.835762056494 0.0231
1 1.57825270472611 -937.539336995406 0.0231
1 1.66414235509289 -1137.52471680188 0.0231
1 1.57550958228495 476.81901483726 0.0231
1 1.7171565890555 137.820515374841 0.0231
1 1.82349053427649 -1499.85372065292 0.0231
1 1.67157606963546 1880.05420733066 0.0231
1 2.19245679965558 783.362268556348 0.0231
1 2.95300591246977 -404.040851373277 0.0231
1 3.17382861035852 499.109286990519 0.0231
1 3.18337495127312 -1297.89336471508 0.0231
1 3.31726658327766 -159.612648147786 0.0231
1 3.42915906606897 -490.488545479425 0.0231
1 3.44861757482933 581.715447404946 0.0231
1 3.61644802585336 -419.673637220213 0.0231
1 3.62619177895637 203.759518170267 0.0231
1 3.7898838389097 -1059.94683389698 0.0231
1 3.94526339100761 -883.35056311211 0.0231
1 3.95580145563706 -1160.79075609422 0.0231
1 3.95073704338306 -659.161469885641 0.0231
1 4.22712869014654 83.3475090216012 0.0231
1 9.732361034745 1063.09976315121 0.0231
1 9.26054607738891 918.372691779886 0.0231
1 7.04878631944751 3588.45837489982 0.0231
1 5.31096632641049 186.729011826802 0.0231
1 4.74360307993089 0.457116137230323 0.0231
1 4.0333170114684 3506.72249328511 0.0231
1 2.79294774926471 2806.24475714984 0.0231
1 2.45145872999334 166.053297312091 0.0231
1 2.48183699502967 1003.61899090998 0.0231
1 2.25039725455626 -501.210263082788 0.0231
1 1.75252991999435 1141.9112735803 0.0231
1 1.75787311765806 1283.27443901867 0.0231
1 1.7639266251628 -5.75497495845896 0.0231
1 1.79149168257952 973.068395738442 0.0231
1 1.76186322619415 754.988835499951 0.0231
1 1.63996015268057 719.928613820741 0.0231
